Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,Income
31-50,Private,HS-grad,Divorced,Adm-clerical,Uxmarried,White,Female,40,Unxted-States,LessThan50K
31-50,Private,Bachexors,Never-married,Sales,xther-relative,White,Male,32,United-States,LessThan50K
31-x0,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50x
31-50,State-gov,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,40,United-States,LessThan50K
3x-50,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,xhite,Mxle,40,United-States,MoreThan50K
31-50,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
<18,Private,10th,Never-married,Sales,Own-child,White,Female,15,United-States,LessThan50K
>50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,4x,Vietnam,LessThan50K
31-50,Private,11th,Never-married,Craft-repair,Not-in-faxily,Black,Male,40,United-States,LessThan50K
31-50,Private,Baxhelors,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,MoreThan50K
31-50,Local-gov,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Prixate,HS-grad,Never-mxrried,Adm-clerical,Own-child,White,Female,35,United-States,LessThan50K
>50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,40,Unixed-States,LessThxn50K
22-3x,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Never-married,Prox-specialty,Not-in-family,White,Female,x0,United-States,LessThan50K
>50,Privxte,Bachelors,Divorced,Prof-xpecialty,Unmaxried,Wxite,Male,40,Canada,MoreThan50K
22-30,Private,Assoc-voc,Divorced,Maxhine-op-inspct,Not-in-family,White,Male,40,United-Sxates,LessThan50K
18-21,Local-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Private,Some-xollege,Divorced,Adm-clerical,Not-in-family,White,Female,x,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Machine-op-inspct,Not-in-familx,White,Male,40,United-States,LessThan50K
31-x0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LexsThan50K
22-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,x4,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,5x,xran,MoreThan50K
x2-30,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,LessThan50K
22-3x,Private,Masters,Never-married,Sales,Own-child,xhite,Female,40,United-States,LessThan50K
22-30,?,HS-grad,Neverxmarried,?,Own-child,White,Male,25,Unitex-States,LessThan50K
22-30,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,52,United-States,LessThan50K
31-50,Self-emp-not-inc,Prof-school,Separated,Prof-specialty,Unmarried,White,Male,48,United-States,MoreThan50K
31-50,Pxivate,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
31-50,Local-gov,Bachelors,Never-married,Other-service,Not-in-family,White,Male,14,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,37,Mexico,LessThan50K
<18,Private,1xth,Never-married,Sales,Own-child,White,Female,8,Unitxd-States,LessThan50K
31-50,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,MoreThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,36,United-States,LessThan50K
22x30,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,x0,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wixe,White,Female,46,United-States,MoreThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,Ownxchild,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,70,United-States,MoreThan50K
31-50,State-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Maxe,30,United-States,LessThan50K
31-x0,Private,Masters,Never-marrxed,Prof-specialty,Not-in-xamily,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,60,xnited-States,MoreThan50K
31-50,Private,Somx-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
>50,Local-gov,Bachelors,Married-xiv-spouse,Prof-specialty,Husband,Black,Male,4x,United-States,LessThan50K
31-50,Self-emp-not-inc,12th,Never-married,Craft-repair,Not-in-family,Black,Male,32,United-States,LessThan50K
31-50,Prxvate,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Black,Female,35,United-States,MoreThan50K
>50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
>50,?,HS-grad,Divorced,?,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Privxte,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,MoreThanx0K
31-50,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Wxite,Male,45,United-States,MoreThan50K
31-50,Private,Asxoc-voc,Divorcxd,Sales,Unmxrried,White,Female,40,United-States,LessThan50K
31-50,Private,9th,xarried-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
x50,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
31-50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31x50,Private,Bachelors,Nexer-married,Exec-managerial,Not-in-family,White,Female,50,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelxrs,Separated,Craft-repair,Own-child,White,Male,x5,United-States,LessThan50K
31-50,Self-emp-not-inc,Some-college,Separated,Craft-repair,Not-in-family,Whitx,Male,60,United-States,MoreThan50K
>50,Private,HS-grad,Divorced,Transport-mxving,Not-in-family,xhite,Male,45,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Never-married,Other-service,Own-child,White,Female,18-21,United-States,LessThan50K
3x-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Craft-repair,Own-child,White,Maxe,40,United-States,LessThan50K
31-50,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,12th,xarried-civ-spouse,Transport-moving,Husband,xhite,Male,40,Cuba,LessThan50K
31-50,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,18-21,India,LessThan50K
18-21,Private,10th,Divorced,Other-service,Not-in-famxly,White,Female,40,United-States,LessThan50K
>50,Local-gov,HS-xrad,Divorced,Other-service,Not-in-family,Whixe,Female,30,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,x0,United-States,LessThan50K
22-30,Private,12th,Never-married,Other-service,Not-in-family,Other,Male,40,United-States,LessThan50K
x1-50,Private,Hx-grad,Married-civ-spouse,Adm-clerical,Own-child,xhite,Female,x5,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Local-gov,11th,Married-civ-spxuse,Craft-repair,Husband,White,Male,40,Mexico,LessThan50K
>50,Self-emp-inc,Some-college,Marriex-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Never-mxrried,Handlers-cleaners,Not-in-family,White,Male,40,UnitedxStates,LessThan50K
31-50,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,xale,50,United-States,LessThan50K
>50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,xale,35,United-Staxes,MoreThan50K
22-30,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-vxc,Divorced,Adm-clerical,Uxmarried,Black,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Othex-service,Unmarried,White,Female,40,United-States,LessThan50K
3x-50,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,State-gov,HS-grad,Divorced,Protective-sxrv,Not-in-family,White,Malx,40,United-States,MoreThan50K
>50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,LessThan50K
31-x0,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,Unixed-States,LessThanx0K
18-21,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,70,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Unitex-States,LessThan50K
>50,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Canada,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,Whitx,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Never-marrixd,Adm-clerical,Unmarried,xhite,Female,40,United-States,LessThan50K
31-50,Local-gov,xachelors,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,LessThan50K
>50,?,Bachelors,Marrxed-civ-spouse,?,Husband,White,Male,x,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,Unmarriex,White,Female,35,United-States,LessThan50K
>50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-manxgerial,Husband,Asian-Pac-Islandxr,Male,18-21,China,MoreThan50K
31x50,Private,11th,Widowed,Machixe-op-inspct,Not-in-family,Whixe,Fexale,40,United-States,LessThan50K
31-50,State-gov,Bachelors,Maxried-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,MoreThan50K
>50,Private,1st-4th,Widowed,Other-service,Unmarried,White,Female,35,Portugal,LessThan50K
>50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,56,United-States,MoreThan50K
31-50,Local-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,MoreThan50K
x2-30,Private,Some-college,Never-married,Sales,Own-child,Asiax-Pac-Islander,Male,40,United-States,LessThanx0K
31-50,Private,Some-college,Married-civ-spouse,Prof-specialty,Huxband,Black,Malx,4,United-States,LessThan50K
31-5x,?,HS-grad,Married-civ-spouse,?,Husbaxd,Black,Male,x5,Haiti,LessThan50K
22-30,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,4x,United-States,LessThan50K
>50,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husbanx,White,Male,40,United-States,LessThan50K
31-50,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Femaxe,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,LessThan50K
31-50,Prixate,HS-xrad,Divorced,Exec-managerial,Not-in-family,White,Male,80,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,?,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,73,?,MoreThax50K
31-5x,Private,HS-grad,Married-civ-spouse,Crafx-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,MoreThan50K
31-50,State-gov,Prof-school,Widowed,Prof-specialty,Not-in-famxly,Other,Female,52,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Maxe,5x,United-States,LessThan50K
22-x0,Private,Hx-grad,Married-civ-spxuse,Transport-moving,Husband,White,Maxe,5x,United-States,LessThan50K
>50,?,HS-grad,Widowed,?,Not-in-family,White,Female,12,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Other-servicx,Not-in-family,White,Female,40,?,LessThan50K
31-5x,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,47,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Male,12,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,35,United-States,LessThan50K
31-5x,Self-emp-inc,Hx-grad,Married-civ-spouse,Sxles,Husxand,White,Male,62,United-States,LessThan50K
31-50,Private,7th-8th,Divorced,Handlers-cleaners,Other-relative,Black,Male,40,United-States,LessThan50K
18-21,Private,10th,Never-married,Sales,Own-child,White,Male,10,United-States,LessThan50K
>50,Private,Some-college,Widowed,Prof-specialty,Not-in-family,White,Female,16,United-States,LessThan50K
31-50,Private,Masters,Never-mxrried,Exec-managerial,Not-in-family,White,Female,50,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Wxite,Male,78,United-States,LessThan50K
31-50,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Female,40,Mexico,Lessxhan50K
31-50,Privxte,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,77,United-States,LessThan50K
22-30,Private,Masters,Never-married,Prof-specialty,Unmarrxed,Amer-Indian-Eskimo,Female,4x,United-States,LessThan50K
31-50,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,Whixe,Female,50,United-States,MoreThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,xhite,Male,40,United-States,LessThan50K
2x-30,Private,HSxgrad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,MoreThxn50K
>50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,LessThan50K
18-21,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Female,50,United-States,LessThan50K
>50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Malx,54,United-States,MoreThan50K
>50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,LessThan50K
31-50,Federalxgov,Bachelors,Divorced,Exec-managerial,Not-in-family,Black,Female,40,United-States,LessThan50K
>50,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-xrad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessTxan50K
31-50,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,x3,United-States,MoreThan50K
31-50,State-gov,Masterx,Divorced,Prof-specialty,Unmarried,Black,Fexale,40,United-States,MoreThan50K
>50,Self-emp-not-inc,HS-grxd,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,LessThan50K
>50,Private,Assoc-voc,Widowed,Craft-repair,Not-in-family,White,Female,30,United-States,LessThan50x
31-50,Prixate,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,MoreThan50K
22-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,MoreThan50K
31-50,Local-gov,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,LessThan50K
>50,xocal-gov,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,LessThan50K
22-30,Privaxe,Some-college,Divorced,Tech-support,Not-in-family,White,Male,5x,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-Statex,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,39,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,10,United-States,LessThan50K
<18,Local-gov,10th,Never-married,Protective-serv,Own-child,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,LessThxn50K
>50,Self-emp-not-inc,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,50,United-States,Lessxhan50K
31-50,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,50,United-States,LessThan50K
>50,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,MoreThan50K
31-50,Local-gov,11th,Never-married,Other-service,Unmarried,White,Female,23,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-familx,White,Male,40,United-States,MoreThan50K
22-30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,United-States,LessThan50K
31x50,Private,11th,Divorced,Farming-fishing,Wife,White,Male,40,United-States,LessThan50K
31-50,Privatx,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,41,Unxted-States,LessThan50K
31-50,Private,Assoc-acdm,Never-married,Craft-repair,Not-in-family,Black,Female,50,United-States,LessThan50K
31-50,Self-emp-inc,Bachelors,Married-civ-spousx,Exec-managerial,Husband,White,Mxle,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
>50,?,Some-college,Married-civ-spouse,?,Husband,White,Male,30,United-States,MoreThan50K
22-30,Private,HS-grad,Never-married,Sales,Own-child,White,Male,48,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Whitx,Male,45,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Separatxd,Transport-moving,Not-in-family,White,Male,70,United-States,LessThan50K
31-50,Federal-gov,HS-grxd,Married-civ-spouse,Adm-clerical,Husband,White,Male,70,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Malx,62,Mexico,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,x0,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,Hong,MoreThan50K
22-30,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Wife,White,Male,40,Unixed-States,LessThan50K
22-30,Private,Some-college,Married-spouse-absent,Sales,Not-in-family,White,Female,40,United-States,LessThan50K
>x0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Whxte,Male,40,Canada,MoreThan50K
22-30,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Maxe,50,United-States,LessThan50K
>x0,?,Assoc-acdm,Married-civ-spouse,?,Husband,White,Male,2,United-States,MoreThan50K
31-50,Self-emp-inc,Prof-school,Never-married,Other-service,Not-in-family,White,Male,60,United-States,MoreThan50K
22-30,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Maxe,40,United-States,LessThan50x
>50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,Prxvate,Bachelors,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islandxr,Male,40,?,LessThan50K
22-30,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,xale,40,United-States,MoreThan50K
22-3x,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prox-specialty,Husbaxd,White,Male,50,United-States,MoreTxan50K
31-50,Private,Masters,Never-married,Prof-specialty,Own-child,White,Male,44,United-States,MoreThan50K
31-50,xrivate,HS-grad,Married-civ-spouse,Exec-managerxal,Husband,White,Male,40,United-Sxates,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MorxThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,Columbia,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Saxes,Husband,White,Male,48,United-States,LessThan50K
18-21,Private,Hx-grad,Never-married,Other-service,Own-child,White,Female,15,United-States,LessThan50K
18-21,Private,11th,Never-married,Other-service,Own-child,Black,Male,40,United-Staxes,LessThan50K
22-30,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,Female,40,xnited-States,LessThan50K
31-50,Private,HS-xrad,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,LessThan50K
>50,Private,7th-8th,Never-married,Other-service,Not-in-family,White,Male,4x,United-States,LessThax50K
>50,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,43,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,40,United-States,LessThan50K
31-50,Privatx,Assoc-acdm,Widowed,Adm-clerical,Unmarried,Whitx,Female,40,United-States,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Whitx,Male,40,United-States,LessThan50K
31-5x,Privatx,Mastxrs,Widowed,Prof-specialty,Not-in-family,Whixe,Female,44,Unitxd-States,LessThan50K
22-30,Private,Some-collexe,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,LessThan50K
31-50,Local-gxv,HS-grad,Married-civ-spouse,Other-service,Husband,White,xale,41,United-States,LessThxn50K
31-50,Self-emp-inc,Bachelors,Marriedxciv-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
>50,Prixate,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,LessThan50K
>50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Whxte,xale,50,United-States,LessThan50K
31-50,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,5x,Outlying-US(Guam-USVI-etc),LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,xssoc-voc,Divorced,Sales,Unmarried,White,xemale,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Adm-cxerical,Own-child,White,Female,38,United-States,LessThan50K
22-30,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,3x,United-States,LessThan50K
3x-50,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Malx,40,United-States,MoreThan50K
>50,Private,Some-college,Divorced,Exec-managerial,Unmarried,Wxite,Male,60,United-xtates,LxssThan50K
31-50,Private,Some-college,Never-married,Protective-serv,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,4x,United-States,LessThan50K
>50,Self-emp-not-inc,10th,Married-civ-spouse,Transporx-moving,Husband,White,Male,60,United-States,LessThan50x
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4x,United-States,LessThan50K
31-50,Loxal-gov,12th,Never-married,Machine-op-inspct,Not-in-family,Whxte,Male,36,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,MoreThan50K
31-50,Private,xS-grad,Separated,Txch-support,Unmarried,White,Female,40,United-States,LessThan50K
31-50,?,Assoc-acdm,Never-married,?,Other-relative,White,Femalx,40,United-States,LessThax50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Never-married,Handlers-cleaners,Own-xhild,White,Male,40,United-States,LessThan50K
31-50,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
>50,Prxvate,10th,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,LessThan50K
31-50,Private,Some-collegx,Married-civ-spouse,Craft-repair,Husband,Whxte,Male,35,United-States,MoreThan50K
31-50,Self-emp-xnc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31x50,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,56,United-States,LessThan50K
22-30,Private,Some-college,Never-xarried,Sales,Own-child,Wxite,Female,15,United-States,LessThan50K
>50,Private,xth-8th,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,4x,United-States,LessThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Adm-clxrical,Husband,Asian-Pac-Islander,Male,40,India,LessThan50K
18-21,Private,11th,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,40,DominicanxRepublic,LessThan50K
18-21,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,99,xnited-States,LessThan50K
31-50,Private,x2th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
31-50,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,LessThan50K
31-50,xrivate,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,MoreThan50K
22-30,Privxte,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Male,25,United-Statxs,LexsThan50K
22-30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,x0,United-States,LessThax50K
22-30,Private,5th-6th,Married-civ-spouse,Handxers-cleaners,Husband,White,Male,40,Mexico,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,MoreThan50K
31-50,Private,1st-4th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,LessThan50K
31-50,Federal-gov,7th-8th,Never-married,Othex-service,Not-in-family,Blaxk,Male,18-21,United-States,LessThan50K
18-21,Private,11th,Never-married,Sales,Own-cxild,White,Female,18-21,United-States,LessThan50K
31-50,Local-gov,Some-college,Married-civ-sxouse,Protective-serv,Husband,Whitx,Male,40,United-States,MoreThan50K
>50,Private,Somx-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,MoreThan50K
